Pair1: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=69, inner_diam=63
Pair775: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=57, inner_diam=86
Pair776: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=70, inner_diam=81
Pair777: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=71, inner_diam=78
Pair778: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=53, inner_diam=56
Pair779: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=63, inner_diam=101
Pair780: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=92, inner_diam=82
Pair781: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=87, inner_diam=57
Pair782: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=63, inner_diam=68
Pair783: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=89, inner_diam=46
Pair784: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=75, inner_diam=54
Pair785: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=53, inner_diam=102
Pair786: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=51, inner_diam=82
Pair787: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=77, inner_diam=117
Pair788: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=72, inner_diam=97
Pair789: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=71, inner_diam=68
Pair790: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=73, inner_diam=51
Pair791: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=73, inner_diam=114
Pair792: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=72, inner_diam=81
Pair793: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=71, inner_diam=77
Pair794: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=63, inner_diam=112
Pair795: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=90, inner_diam=119
Pair796: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=91, inner_diam=42
Pair797: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=66, inner_diam=82
Pair798: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=63, inner_diam=50
Pair799: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=55, inner_diam=106
Pair800: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=60, inner_diam=50
Pair801: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=76, inner_diam=86
Pair802: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=57, inner_diam=84
Pair803: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=56, inner_diam=78
Pair804: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=58, inner_diam=67
Pair805: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=87, inner_diam=44
Pair806: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=66, inner_diam=73
Pair807: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=96, inner_diam=88
Pair808: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=59, inner_diam=107
Pair809: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=91, inner_diam=62
Pair810: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=91, inner_diam=118
Pair811: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=81, inner_diam=89
Pair812: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=51, inner_diam=91
Pair813: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=72, inner_diam=95
Pair814: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=92, inner_diam=77
Pair815: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=66, inner_diam=90
Pair816: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=53, inner_diam=63
Pair817: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=54, inner_diam=43
Pair818: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=91, inner_diam=78
Pair819: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=89, inner_diam=91
Pair820: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=98, inner_diam=118
Pair821: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=56, inner_diam=117
Pair822: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=92, inner_diam=104
Pair823: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=73, inner_diam=50
Pair824: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=96, inner_diam=42
Pair825: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=51, inner_diam=111
Pair826: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=81, inner_diam=99
Pair827: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=61, inner_diam=49
Pair828: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=65, inner_diam=46
Pair829: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=51, inner_diam=67
Pair830: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=57, inner_diam=50
Pair831: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=85, inner_diam=58
Pair832: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=60, inner_diam=67
Pair833: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=51, inner_diam=115
Pair834: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=81, inner_diam=54
Pair835: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=80, inner_diam=62
Pair836: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=64, inner_diam=93
Pair837: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=77, inner_diam=100
Pair838: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=59, inner_diam=109
Pair839: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=87, inner_diam=58
Pair840: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=65, inner_diam=64
Pair841: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=60, inner_diam=67
Pair842: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=98, inner_diam=41
Pair843: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=93, inner_diam=81
Pair844: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=95, inner_diam=114
Pair845: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=90, inner_diam=73
Pair846: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=62, inner_diam=72
Pair847: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=84, inner_diam=100
Pair848: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=58, inner_diam=77
Pair849: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=89, inner_diam=79
Pair850: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=85, inner_diam=84
Pair851: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=50, inner_diam=111
Pair852: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=68, inner_diam=53
Pair853: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=52, inner_diam=108
Pair854: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=85, inner_diam=108
Pair855: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=53, inner_diam=94
Pair856: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=61, inner_diam=96
Pair857: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=82, inner_diam=65
Pair858: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=55, inner_diam=64
Pair859: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=93, inner_diam=40
Pair860: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=53, inner_diam=104
Pair861: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=70, inner_diam=48
Pair862: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=89, inner_diam=84
Pair863: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=68, inner_diam=100
Pair864: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=100, inner_diam=82
Pair865: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=59, inner_diam=42
Pair866: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=68, inner_diam=55
Pair867: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=82, inner_diam=45
Pair868: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=82, inner_diam=82
Pair869: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=94, inner_diam=64
Pair870: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=69, inner_diam=91
Pair871: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=72, inner_diam=82
Pair872: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=82, inner_diam=85
Pair873: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=85, inner_diam=116
Pair874: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=60, inner_diam=114
Pair875: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=59, inner_diam=79
Pair876: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=60, inner_diam=110
Pair877: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=65, inner_diam=46
Pair878: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=77, inner_diam=82
Pair879: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=95, inner_diam=40
Pair880: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=60, inner_diam=82
Pair881: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=91, inner_diam=114
Pair882: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=59, inner_diam=51
Pair883: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=61, inner_diam=81
Pair884: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=93, inner_diam=92
Pair885: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=65, inner_diam=45
Pair886: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=72, inner_diam=46
Pair887: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=64, inner_diam=61
Pair888: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=86, inner_diam=82
Pair889: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=80, inner_diam=76
Pair890: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=74, inner_diam=117
Pair891: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=92, inner_diam=110
Pair892: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=83, inner_diam=86
Pair893: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=53, inner_diam=62
Pair894: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=59, inner_diam=64
Pair895: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=65, inner_diam=89
Pair896: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=81, inner_diam=40
Pair897: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=74, inner_diam=92
Pair898: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=73, inner_diam=64
Pair899: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=51, inner_diam=85
Pair900: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=60, inner_diam=85
Pair901: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=65, inner_diam=61
Pair902: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=99, inner_diam=49
Pair903: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=83, inner_diam=103
Pair904: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=76, inner_diam=84
Pair905: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=97, inner_diam=96
Pair906: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=79, inner_diam=88
Pair907: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=58, inner_diam=58
Pair908: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=95, inner_diam=73
Pair909: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=50, inner_diam=113
Pair910: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=78, inner_diam=61
Pair911: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=73, inner_diam=63
Pair912: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=89, inner_diam=48
Pair913: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=92, inner_diam=51
Pair914: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=92, inner_diam=49
Pair915: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=80, inner_diam=69
Pair916: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=90, inner_diam=79
Pair917: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=59, inner_diam=75
Pair918: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=73, inner_diam=111
Pair919: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=58, inner_diam=81
Pair920: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=51, inner_diam=108
Pair921: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=67, inner_diam=90
Pair922: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=99, inner_diam=97
Pair923: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=60, inner_diam=91
Pair924: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=68, inner_diam=102
Pair925: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=54, inner_diam=45
Pair926: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=58, inner_diam=59
Pair927: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=68, inner_diam=58
Pair928: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=96, inner_diam=119
Pair929: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=97, inner_diam=45
Pair930: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=77, inner_diam=62
Pair931: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=89, inner_diam=91
Pair932: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=86, inner_diam=53
Pair933: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=90, inner_diam=113
Pair934: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=97, inner_diam=59
Pair935: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=88, inner_diam=75
Pair936: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=99, inner_diam=56
Pair937: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=96, inner_diam=57
Pair938: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=98, inner_diam=46
Pair939: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=95, inner_diam=46
Pair940: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=63, inner_diam=83
Pair941: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=62, inner_diam=73
Pair942: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=58, inner_diam=50
Pair943: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=63, inner_diam=102
Pair944: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=80, inner_diam=109
Pair945: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=88, inner_diam=101
Pair946: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=56, inner_diam=48
Pair947: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=89, inner_diam=78
Pair948: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=90, inner_diam=40
Pair949: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=93, inner_diam=77
Pair950: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=84, inner_diam=72
Pair951: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=59, inner_diam=78
Pair952: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=82, inner_diam=112
Pair953: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=85, inner_diam=104
Pair954: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=100, inner_diam=88
Pair955: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=63, inner_diam=40
Pair956: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=65, inner_diam=76
Pair957: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=85, inner_diam=48
Pair958: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=80, inner_diam=44
Pair959: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=71, inner_diam=44
Pair960: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=62, inner_diam=54
Pair961: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=98, inner_diam=53
Pair962: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=97, inner_diam=64
Pair963: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=94, inner_diam=94
Pair964: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=90, inner_diam=102
Pair965: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=78, inner_diam=112
Pair966: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=99, inner_diam=78
Pair967: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=99, inner_diam=111
Pair968: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=86, inner_diam=41
Pair969: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=52, inner_diam=108
Pair970: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=83, inner_diam=45
Pair971: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=85, inner_diam=42
Pair972: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=55, inner_diam=108
Pair973: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=94, inner_diam=95
Pair974: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=51, inner_diam=68
Pair975: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=73, inner_diam=57
Pair976: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=78, inner_diam=78
Pair977: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=89, inner_diam=82
Pair978: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=99, inner_diam=63
Pair979: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=77, inner_diam=79
Pair980: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=55, inner_diam=92
Pair981: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=63, inner_diam=52
Pair982: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=92, inner_diam=70
Pair983: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=92, inner_diam=116
Pair984: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=57, inner_diam=84
Pair985: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=65, inner_diam=61
Pair986: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=54, inner_diam=41
Pair987: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=67, inner_diam=107
Pair988: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=60, inner_diam=93
Pair989: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=53, inner_diam=62
Pair990: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=79, inner_diam=42
Pair991: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=51, inner_diam=94
Pair992: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=100, inner_diam=105
Pair993: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=89, inner_diam=95
Pair994: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=53, inner_diam=95
Pair995: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=85, inner_diam=80
Pair996: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=50, inner_diam=52
Pair997: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=90, inner_diam=49
Pair998: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=93, inner_diam=46
Pair999: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=96, inner_diam=74
Pair1000: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=72, inner_diam=86
